project,from_tctracer_fqs,to_tctracer_fqs,from_url,to_url
commons-lang,org.apache.commons.lang3.concurrent.MultiBackgroundInitializerTest.testInitializeResultsIsSuccessfulFalse(),"org.apache.commons.lang3.concurrent.MultiBackgroundInitializer.addInitializer(String, BackgroundInitializer)",https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/concurrent/MultiBackgroundInitializerTest.java#L337,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/concurrent/MultiBackgroundInitializer.java#L135
commons-lang,org.apache.commons.lang3.concurrent.MultiBackgroundInitializerTest.testInitializeResultsIsSuccessfulFalse(),org.apache.commons.lang3.concurrent.MultiBackgroundInitializer.initialize(),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/concurrent/MultiBackgroundInitializerTest.java#L337,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/concurrent/MultiBackgroundInitializer.java#L180
commons-lang,org.apache.commons.lang3.concurrent.EventCountCircuitBreakerTest.testChangeEvents(),org.apache.commons.lang3.concurrent.AbstractCircuitBreaker.addChangeListener(PropertyChangeListener),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/concurrent/EventCountCircuitBreakerTest.java#L246,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/concurrent/AbstractCircuitBreaker.java#L122
commons-lang,org.apache.commons.lang3.concurrent.EventCountCircuitBreakerTest.testChangeEvents(),org.apache.commons.lang3.concurrent.EventCountCircuitBreaker.close(),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/concurrent/EventCountCircuitBreakerTest.java#L246,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/concurrent/EventCountCircuitBreaker.java#L308
commons-lang,org.apache.commons.lang3.concurrent.EventCountCircuitBreakerTest.testChangeEvents(),org.apache.commons.lang3.concurrent.EventCountCircuitBreaker.open(),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/concurrent/EventCountCircuitBreakerTest.java#L246,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/concurrent/EventCountCircuitBreaker.java#L296
commons-lang,org.apache.commons.lang3.RandomStringUtilsTest.testRandomStringUtils(),org.apache.commons.lang3.RandomStringUtils.random(int),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java#L58,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/RandomStringUtils.java#L71
commons-lang,org.apache.commons.lang3.RandomStringUtilsTest.testRandomStringUtils(),"org.apache.commons.lang3.RandomStringUtils.random(int, String)",https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java#L58,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/RandomStringUtils.java#L442
commons-lang,org.apache.commons.lang3.RandomStringUtilsTest.testRandomStringUtils(),"org.apache.commons.lang3.RandomStringUtils.random(int, char[])",https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java#L58,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/RandomStringUtils.java#L461
commons-lang,org.apache.commons.lang3.RandomStringUtilsTest.testRandomStringUtils(),"org.apache.commons.lang3.RandomStringUtils.random(int, int, int, boolean, boolean, char[], Random)",https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java#L58,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/RandomStringUtils.java#L348
commons-lang,org.apache.commons.lang3.RandomStringUtilsTest.testRandomStringUtils(),org.apache.commons.lang3.RandomStringUtils.randomAlphabetic(int),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java#L58,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/RandomStringUtils.java#L115
commons-lang,org.apache.commons.lang3.RandomStringUtilsTest.testRandomStringUtils(),org.apache.commons.lang3.RandomStringUtils.randomAlphanumeric(int),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java#L58,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/RandomStringUtils.java#L144
commons-lang,org.apache.commons.lang3.RandomStringUtilsTest.testRandomStringUtils(),org.apache.commons.lang3.RandomStringUtils.randomAscii(int),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java#L58,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/RandomStringUtils.java#L85
commons-lang,org.apache.commons.lang3.RandomStringUtilsTest.testRandomStringUtils(),org.apache.commons.lang3.RandomStringUtils.randomGraph(int),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java#L58,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/RandomStringUtils.java#L175
commons-lang,org.apache.commons.lang3.RandomStringUtilsTest.testRandomStringUtils(),org.apache.commons.lang3.RandomStringUtils.randomNumeric(int),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java#L58,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/RandomStringUtils.java#L204
commons-lang,org.apache.commons.lang3.RandomStringUtilsTest.testRandomStringUtils(),org.apache.commons.lang3.RandomStringUtils.randomPrint(int),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java#L58,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/RandomStringUtils.java#L234
commons-lang,org.apache.commons.lang3.tuple.TripleTest.testComparable2(),org.apache.commons.lang3.tuple.Triple.compareTo(Triple),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/tuple/TripleTest.java#L69,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/tuple/Triple.java#L95
commons-lang,org.apache.commons.lang3.builder.ToStringStyleTest.testSetSizeStartText(),org.apache.commons.lang3.builder.ToStringStyle.getSizeStartText(),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/builder/ToStringStyleTest.java#L91,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/builder/ToStringStyle.java#L2015
commons-lang,org.apache.commons.lang3.builder.ToStringStyleTest.testSetSizeStartText(),org.apache.commons.lang3.builder.ToStringStyle.setSizeStartText(String),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/builder/ToStringStyleTest.java#L91,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/builder/ToStringStyle.java#L2030
commons-lang,org.apache.commons.lang3.reflect.FieldUtilsTest.testGetFieldIllegalArgumentException1(),"org.apache.commons.lang3.reflect.FieldUtils.getField(Class, String)",https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/reflect/FieldUtilsTest.java#L103,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/reflect/FieldUtils.java#L62
commons-lang,org.apache.commons.lang3.ArrayUtilsTest.testIsNotEmptyPrimitives(),org.apache.commons.lang3.ArrayUtils.isNotEmpty(boolean[]),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java#L4696,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/ArrayUtils.java#L5034
commons-lang,org.apache.commons.lang3.ArrayUtilsTest.testIsNotEmptyPrimitives(),org.apache.commons.lang3.ArrayUtils.isNotEmpty(byte[]),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java#L4696,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/ArrayUtils.java#L5001
commons-lang,org.apache.commons.lang3.ArrayUtilsTest.testIsNotEmptyPrimitives(),org.apache.commons.lang3.ArrayUtils.isNotEmpty(char[]),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java#L4696,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/ArrayUtils.java#L4990
commons-lang,org.apache.commons.lang3.ArrayUtilsTest.testIsNotEmptyPrimitives(),org.apache.commons.lang3.ArrayUtils.isNotEmpty(double[]),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java#L4696,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/ArrayUtils.java#L5012
commons-lang,org.apache.commons.lang3.ArrayUtilsTest.testIsNotEmptyPrimitives(),org.apache.commons.lang3.ArrayUtils.isNotEmpty(float[]),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java#L4696,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/ArrayUtils.java#L5023
commons-lang,org.apache.commons.lang3.ArrayUtilsTest.testIsNotEmptyPrimitives(),org.apache.commons.lang3.ArrayUtils.isNotEmpty(int[]),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java#L4696,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/ArrayUtils.java#L4968
commons-lang,org.apache.commons.lang3.ArrayUtilsTest.testIsNotEmptyPrimitives(),org.apache.commons.lang3.ArrayUtils.isNotEmpty(long[]),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java#L4696,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/ArrayUtils.java#L4957
commons-lang,org.apache.commons.lang3.ArrayUtilsTest.testIsNotEmptyPrimitives(),org.apache.commons.lang3.ArrayUtils.isNotEmpty(short[]),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java#L4696,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/ArrayUtils.java#L4979
commons-lang,org.apache.commons.lang3.time.GmtTimeZoneTest.getRawOffset(),org.apache.commons.lang3.time.GmtTimeZone.getRawOffset(),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/time/GmtTimeZoneTest.java#L60,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/time/GmtTimeZone.java#L69
commons-lang,org.apache.commons.lang3.text.StrLookupTest.testMapLookup_nullMap(),org.apache.commons.lang3.text.StrLookup.MapStrLookup.lookup(String),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/text/StrLookupTest.java#L111,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/text/StrLookup.java#L152
commons-lang,org.apache.commons.lang3.text.StrLookupTest.testMapLookup_nullMap(),org.apache.commons.lang3.text.StrLookup.mapLookup(Map),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/text/StrLookupTest.java#L111,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/text/StrLookup.java#L87
commons-lang,org.apache.commons.lang3.text.StrBuilderAppendInsertTest.testAppend_FormattedString(),"org.apache.commons.lang3.text.StrBuilder.append(String, Object[])",https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/text/StrBuilderAppendInsertTest.java#L1033,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/text/StrBuilder.java#L624
commons-lang,org.apache.commons.lang3.RangeTest.testIsBeforeRange(),org.apache.commons.lang3.Range.isBeforeRange(Range),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/RangeTest.java#L352,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/Range.java#L365
commons-lang,org.apache.commons.lang3.ClassUtilsTest.test_getName_Object(),"org.apache.commons.lang3.ClassUtils.getName(Class, String)",https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/ClassUtilsTest.java#L356,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/ClassUtils.java#L314
commons-lang,org.apache.commons.lang3.ClassUtilsTest.test_getName_Object(),"org.apache.commons.lang3.ClassUtils.getName(Object, String)",https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/ClassUtilsTest.java#L356,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/ClassUtils.java#L339
commons-lang,org.apache.commons.lang3.ObjectUtilsTest.testPossibleCloneOfNotCloneable(),org.apache.commons.lang3.ObjectUtils.cloneIfPossible(T),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/ObjectUtilsTest.java#L503,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/ObjectUtils.java#L724
commons-lang,org.apache.commons.lang3.RandomStringUtilsTest.testRandomPrintRange(),"org.apache.commons.lang3.RandomStringUtils.randomPrint(int, int)",https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java#L442,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/RandomStringUtils.java#L249
commons-lang,org.apache.commons.lang3.text.StrBuilderAppendInsertTest.testAppend_StringBuilder_int_int(),"org.apache.commons.lang3.text.StrBuilder.append(String, int, int)",https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/text/StrBuilderAppendInsertTest.java#L222,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/text/StrBuilder.java#L596
commons-lang,org.apache.commons.lang3.text.StrBuilderAppendInsertTest.testAppend_StringBuilder_int_int(),"org.apache.commons.lang3.text.StrBuilder.append(StringBuilder, int, int)",https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/text/StrBuilderAppendInsertTest.java#L222,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/text/StrBuilder.java#L765
commons-lang,org.apache.commons.lang3.text.StrBuilderAppendInsertTest.testAppend_StringBuilder_int_int(),org.apache.commons.lang3.text.StrBuilder.toString(),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/text/StrBuilderAppendInsertTest.java#L222,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/text/StrBuilder.java#L2852
commons-lang,org.apache.commons.lang3.tuple.ImmutablePairTest.testPairOf(),"org.apache.commons.lang3.tuple.ImmutablePair.of(L, R)",https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/tuple/ImmutablePairTest.java#L53,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/tuple/ImmutablePair.java#L76
commons-lang,org.apache.commons.lang3.CharSetUtilsTest.testKeep_StringStringarray(),"org.apache.commons.lang3.CharSetUtils.keep(String, String[])",https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/CharSetUtilsTest.java#L186,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/CharSetUtils.java#L185
commons-lang,org.apache.commons.lang3.math.NumberUtilsTest.testIsDigits(),org.apache.commons.lang3.math.NumberUtils.isDigits(String),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java#L1210,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/math/NumberUtils.java#L1343
commons-lang,org.apache.commons.lang3.text.StrBuilderTest.testLang295(),org.apache.commons.lang3.text.StrBuilder.StrBuilder(String),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/text/StrBuilderTest.java#L1927,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/text/StrBuilder.java#L131
commons-lang,org.apache.commons.lang3.text.StrBuilderTest.testLang295(),org.apache.commons.lang3.text.StrBuilder.contains(char),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/text/StrBuilderTest.java#L1927,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/text/StrBuilder.java#L2369
commons-lang,org.apache.commons.lang3.text.StrBuilderTest.testLang295(),org.apache.commons.lang3.text.StrBuilder.deleteFirst(String),https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/test/java/org/apache/commons/lang3/text/StrBuilderTest.java#L1927,https://github.com/apache/commons-lang/blob/425d8085cfcaab5a78bf0632f9ae77b7e9127cf8/src/main/java/org/apache/commons/lang3/text/StrBuilder.java#L1882
