project,from_fqs_alt,to_fqs_alt,from_url,to_url
gson,com.google.gson.CommentsTest.testParseComments(),"com.google.gson.Gson.fromJson(String, Type)",https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/CommentsTest.java#L32,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/Gson.java#L796
gson,com.google.gson.functional.StringTest.testEscapedCtrlNInStringDeserialization(),"com.google.gson.Gson.fromJson(String, Class)",https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/functional/StringTest.java#L45,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/Gson.java#L772
gson,com.google.gson.functional.StringTest.testEscapingQuotesInStringDeserialization(),"com.google.gson.Gson.fromJson(String, Class)",https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/functional/StringTest.java#L87,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/Gson.java#L772
gson,com.google.gson.functional.StringTest.testSingleQuoteInStringDeserialization(),"com.google.gson.Gson.fromJson(String, Class)",https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/functional/StringTest.java#L74,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/Gson.java#L772
gson,com.google.gson.OverrideCoreTypeAdaptersTest.testOverrideStringAdapter(),"com.google.gson.GsonBuilder.registerTypeAdapter(Type, Object)",https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/OverrideCoreTypeAdaptersTest.java#L70,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/GsonBuilder.java#L471
gson,com.google.gson.functional.StringTest.testStringValueDeserialization(),"com.google.gson.Gson.fromJson(String, Class)",https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/functional/StringTest.java#L27,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/Gson.java#L772
gson,com.google.gson.functional.StringTest.testEscapingQuotesInStringSerialization(),com.google.gson.Gson.toJson(Object),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/functional/StringTest.java#L80,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/Gson.java#L579
gson,com.google.gson.GsonBuilderTest.testCreatingMoreThanOnce(),com.google.gson.GsonBuilder.create(),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/GsonBuilderTest.java#L42,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/GsonBuilder.java#L562
gson,com.google.gson.JsonObjectTest.testAddingAndRemovingObjectProperties(),"com.google.gson.JsonObject.add(String, JsonElement)",https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/JsonObjectTest.java#L30,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/JsonObject.java#L53
gson,com.google.gson.JsonObjectTest.testAddingAndRemovingObjectProperties(),com.google.gson.JsonObject.remove(String),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/JsonObjectTest.java#L30,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/JsonObject.java#L67
gson,com.google.gson.JsonArrayTest.testRemove(),com.google.gson.JsonArray.remove(JsonElement),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/JsonArrayTest.java#L54,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/JsonArray.java#L128
gson,com.google.gson.JsonArrayTest.testRemove(),com.google.gson.JsonArray.remove(int),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/JsonArrayTest.java#L54,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/JsonArray.java#L141
gson,com.google.gson.DefaultMapJsonSerializerTest.testNonEmptyMapSerialization(),"com.google.gson.Gson.toJsonTree(Object, Type)",https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/DefaultMapJsonSerializerTest.java#L52,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/Gson.java#L560
gson,com.google.gson.GenericArrayTypeTest.testNotEquals(),com.google.gson.reflect.TypeToken.getType(),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/GenericArrayTypeTest.java#L52,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/reflect/TypeToken.java#L100
gson,com.google.gson.GenericArrayTypeTest.testOurTypeFunctionality(),com.google.gson.reflect.TypeToken.getType(),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/GenericArrayTypeTest.java#L43,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/reflect/TypeToken.java#L100
gson,com.google.gson.GsonTest.testOverridesDefaultExcluder(),"com.google.gson.Gson.Gson(Excluder, FieldNamingStrategy, Map, boolean, boolean, boolean, boolean, boolean, boolean, boolean, LongSerializationPolicy, List)",https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/GsonTest.java#L43,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/Gson.java#L181
gson,com.google.gson.internal.LazilyParsedNumberTest.testEquals(),com.google.gson.internal.LazilyParsedNumber.equals(Object),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/internal/LazilyParsedNumberTest.java#L27,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/internal/LazilyParsedNumber.java#L86
gson,com.google.gson.internal.LazilyParsedNumberTest.testHashCode(),com.google.gson.internal.LazilyParsedNumber.hashCode(),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/internal/LazilyParsedNumberTest.java#L21,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/internal/LazilyParsedNumber.java#L81
gson,com.google.gson.MixedStreamTest.testReadClosed(),"com.google.gson.Gson.fromJson(String, Class)",https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/MixedStreamTest.java#L121,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/Gson.java#L878
gson,com.google.gson.MixedStreamTest.testReadClosed(),"com.google.gson.Gson.fromJson(String, Type)",https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/MixedStreamTest.java#L121,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/Gson.java#L878
gson,com.google.gson.MixedStreamTest.testReadClosed(),com.google.gson.stream.JsonReader.close(),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/MixedStreamTest.java#L121,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/stream/JsonReader.java#L1207
gson,com.google.gson.functional.StringTest.testEscapedCtrlNInStringSerialization(),com.google.gson.Gson.toJson(Object),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/functional/StringTest.java#L39,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/Gson.java#L579
gson,com.google.gson.functional.StringTest.testStringValueSerialization(),com.google.gson.Gson.toJson(Object),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/functional/StringTest.java#L22,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/Gson.java#L579
gson,com.google.gson.functional.StringTest.testEscapedBackslashInStringSerialization(),com.google.gson.Gson.toJson(Object),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/functional/StringTest.java#L63,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/Gson.java#L579
gson,com.google.gson.functional.StringTest.testAssignmentCharSerialization(),com.google.gson.Gson.toJson(Object),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/functional/StringTest.java#L110,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/Gson.java#L579
gson,com.google.gson.functional.StringTest.testEscapedCtrlRInStringSerialization(),com.google.gson.Gson.toJson(Object),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/functional/StringTest.java#L51,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/Gson.java#L579
gson,com.google.gson.functional.StringTest.testJavascriptKeywordsInStringSerialization(),com.google.gson.Gson.toJson(Object),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/functional/StringTest.java#L129,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/Gson.java#L579
gson,com.google.gson.functional.MapTest.testMapSerializationEmpty(),"com.google.gson.Gson.toJson(Object, Type)",https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/functional/MapTest.java#L91,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/Gson.java#L601
gson,com.google.gson.JsonNullTest.testEqualsAndHashcode(),"com.google.gson.common.MoreAsserts.assertEqualsAndHashCode(Object, Object)",https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/JsonNullTest.java#L28,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/common/MoreAsserts.java#L65
gson,com.google.gson.internal.bind.JsonTreeWriterTest.testPrematureClose(),com.google.gson.internal.bind.JsonTreeWriter.close(),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/internal/bind/JsonTreeWriterTest.java#L87,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/internal/bind/JsonTreeWriter.java#L202
gson,com.google.gson.stream.JsonWriterTest.testNullName(),com.google.gson.stream.JsonWriter.name(String),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/stream/JsonWriterTest.java#L141,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/stream/JsonWriter.java#L385
gson,com.google.gson.reflect.TypeTokenTest.testIsAssignableFromRawTypes(),com.google.gson.reflect.TypeToken.isAssignableFrom(Class),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/reflect/TypeTokenTest.java#L40,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/reflect/TypeToken.java#L111
gson,com.google.gson.FieldAttributesTest.testIsSynthetic(),com.google.gson.FieldAttributes.isSynthetic(),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/FieldAttributesTest.java#L64,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/FieldAttributes.java#L154
gson,com.google.gson.internal.LinkedTreeMapTest.testContainsNullKeyIsAlwaysFalse(),com.google.gson.internal.LinkedTreeMap.containsKey(Object),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/internal/LinkedTreeMapTest.java#L76,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/internal/LinkedTreeMap.java#L86
gson,com.google.gson.FieldAttributesTest.testDeclaringClass(),com.google.gson.FieldAttributes.getDeclaringClass(),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/FieldAttributesTest.java#L49,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/FieldAttributes.java#L52
gson,com.google.gson.stream.JsonReaderTest.testNulls(),com.google.gson.stream.JsonReader.JsonReader(Reader),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java#L192,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/stream/JsonReader.java#L289
gson,com.google.gson.FieldAttributesTest.testName(),com.google.gson.FieldAttributes.FieldAttributes(Field),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/FieldAttributesTest.java#L68,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/FieldAttributes.java#L59
gson,com.google.gson.FieldAttributesTest.testModifiers(),com.google.gson.FieldAttributes.hasModifier(int),https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/test/java/com/google/gson/FieldAttributesTest.java#L53,https://github.com/google/gson/blob/e9ead40302b3466f557a82f924907de59462deb9/gson/src/main/java/com/google/gson/FieldAttributes.java#L134
