project,from_fqs_alt,to_fqs_alt,from_url,to_url
jenkins,jenkins.model.IdStrategyTest.testEqualsCaseSensitiveEmailAddress(),"jenkins.model.IdStrategy.equals(String, String)",https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/model/IdStrategyTest.java#L130,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/model/IdStrategy.java#L123
jenkins,jenkins.security.DefaultConfidentialStoreTest.roundtrip(),jenkins.security.DefaultConfidentialStore.load(ConfidentialKey),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/security/DefaultConfidentialStoreTest.java#L25,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/security/DefaultConfidentialStore.java#L98
jenkins,jenkins.security.DefaultConfidentialStoreTest.roundtrip(),"jenkins.security.DefaultConfidentialStore.store(ConfidentialKey, byte[])",https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/security/DefaultConfidentialStoreTest.java#L25,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/security/DefaultConfidentialStore.java#L75
jenkins,jenkins.model.lazy.SortedListTest.testHigher(),jenkins.model.lazy.SortedList.higher(T),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/model/lazy/SortedListTest.java#L75,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/model/lazy/SortedList.java#L98
jenkins,jenkins.org.apache.commons.validator.routines.InetAddressValidatorTest.testBrokenInetAddresses(),jenkins.org.apache.commons.validator.routines.InetAddressValidator.isValid(String),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/org/apache/commons/validator/routines/InetAddressValidatorTest.java#L133,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/org/apache/commons/validator/routines/InetAddressValidator.java#L83
jenkins,jenkins.org.apache.commons.validator.routines.InetAddressValidatorTest.testBrokenInetAddresses(),jenkins.org.apache.commons.validator.routines.InetAddressValidator.isValidInet6Address(String),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/org/apache/commons/validator/routines/InetAddressValidatorTest.java#L133,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/org/apache/commons/validator/routines/InetAddressValidator.java#L134
jenkins,jenkins.widgets.HistoryPageFilterTest.test_laterItemsNotEvaluated(),jenkins.widgets.HistoryPageFilter.add(Iterable),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/widgets/HistoryPageFilterTest.java#L290,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/widgets/HistoryPageFilter.java#L120
jenkins,jenkins.util.xstream.XStreamDOMTest.readFromInputStream(),jenkins.util.xstream.XStreamDOM.from(Reader),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/util/xstream/XStreamDOMTest.java#L171,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/util/xstream/XStreamDOM.java#L271
jenkins,hudson.util.RunListTest.byTimestampFirstRun(),"hudson.util.RunList.byTimestamp(long, long)",https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/util/RunListTest.java#L73,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/util/RunList.java#L345
jenkins,hudson.FilePathTest.testCreateTempDir(),"hudson.FilePath.createTempDir(String, String)",https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/FilePathTest.java#L773,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/FilePath.java#L1680
jenkins,jenkins.widgets.HistoryPageFilterTest.test_latest_longer_list(),"jenkins.widgets.HistoryPageFilter.add(Iterable, List)",https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/widgets/HistoryPageFilterTest.java#L101,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/widgets/HistoryPageFilter.java#L131
jenkins,jenkins.org.apache.commons.validator.routines.RegexValidatorTest.testMultipleInsensitive(),jenkins.org.apache.commons.validator.routines.RegexValidator.isValid(String),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/org/apache/commons/validator/routines/RegexValidatorTest.java#L124,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/org/apache/commons/validator/routines/RegexValidator.java#L148
jenkins,jenkins.org.apache.commons.validator.routines.RegexValidatorTest.testMultipleInsensitive(),jenkins.org.apache.commons.validator.routines.RegexValidator.validate(String),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/org/apache/commons/validator/routines/RegexValidatorTest.java#L124,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/org/apache/commons/validator/routines/RegexValidator.java#L195
jenkins,jenkins.org.apache.commons.validator.routines.RegexValidatorTest.testMultipleInsensitive(),jenkins.org.apache.commons.validator.routines.RegexValidator.match(String),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/org/apache/commons/validator/routines/RegexValidatorTest.java#L124,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/org/apache/commons/validator/routines/RegexValidator.java#L168
jenkins,jenkins.model.IdStrategyTest.testEqualsCaseSensitive(),"jenkins.model.IdStrategy.CaseSensitive.equals(String, String)",https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/model/IdStrategyTest.java#L120,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/model/IdStrategy.java#L255
jenkins,hudson.FilePathTest.testValidateCaseSensitivity(),"hudson.FilePath.validateAntFileMask(String, int, boolean)",https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/FilePathTest.java#L553,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/FilePath.java#L3094
jenkins,hudson.model.ChoiceParameterDefinitionTest.testCheckChoices(),hudson.model.ChoiceParameterDefinition.DescriptorImpl.doCheckChoices(String),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/model/ChoiceParameterDefinitionTest.java#L26,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/model/ChoiceParameterDefinition.java#L230
jenkins,hudson.model.AbstractItemTest.testSetDisplayNameOrNull(),hudson.model.AbstractItem.setDisplayNameOrNull(String),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/model/AbstractItemTest.java#L80,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/model/AbstractItem.java#L189
jenkins,jenkins.org.apache.commons.validator.routines.RegexValidatorTest.testToString(),jenkins.org.apache.commons.validator.routines.RegexValidator.toString(),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/org/apache/commons/validator/routines/RegexValidatorTest.java#L244,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/org/apache/commons/validator/routines/RegexValidator.java#L224
jenkins,hudson.model.FileParameterValueTest.compareNullParams(),hudson.model.FileParameterValue.equals(Object),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/model/FileParameterValueTest.java#L50,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/model/FileParameterValue.java#L201
jenkins,hudson.os.WindowsUtilTest.testQuoteArgumentForCmd(),hudson.os.WindowsUtil.quoteArgumentForCmd(String),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/os/WindowsUtilTest.java#L52,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/os/WindowsUtil.java#L91
jenkins,hudson.tasks._maven.Maven3MojoNoteTest.testAnnotateMavenPlugin(),"hudson.tasks._maven.Maven3MojoNote.annotate(Object, MarkupText, int)",https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/tasks/_maven/Maven3MojoNoteTest.java#L12,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/tasks/_maven/Maven3MojoNote.java#L56
jenkins,hudson.model.ChoiceParameterDefinitionTest.createBlankChoice(),hudson.model.ChoiceParameterDefinition.isValid(ParameterValue),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/model/ChoiceParameterDefinitionTest.java#L56,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/model/ChoiceParameterDefinition.java#L150
jenkins,jenkins.util.io.PathRemoverTest.testForceRemoveRecursive(),jenkins.util.io.PathRemover.forceRemoveRecursive(Path),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/util/io/PathRemoverTest.java#L239,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/util/io/PathRemover.java#L91
jenkins,hudson.model.UserIdMapperTest.testEmptyGet(),hudson.model.UserIdMapper.getDirectory(String),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/model/UserIdMapperTest.java#L55,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/model/UserIdMapper.java#L79
jenkins,hudson.UtilTest.testIsAbsoluteUri(),hudson.Util.isAbsoluteUri(String),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/UtilTest.java#L407,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/Util.java#L1634
jenkins,hudson.util.IsOverriddenTest.avoidPrivateMethodsInspection(),"hudson.Util.isOverridden(Class, Class, String)",https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/util/IsOverriddenTest.java#L78,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/Util.java#L1512
jenkins,hudson.UtilTest.testPermissionsToMode(),hudson.Util.permissionsToMode(Set),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/UtilTest.java#L556,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/Util.java#L1697
jenkins,jenkins.model.JenkinsLocationConfigurationTest.resetAdminEmail(),jenkins.model.JenkinsLocationConfiguration.setAdminAddress(String),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/model/JenkinsLocationConfigurationTest.java#L74,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/model/JenkinsLocationConfiguration.java#L123
jenkins,jenkins.model.JenkinsLocationConfigurationTest.resetAdminEmail(),jenkins.model.JenkinsLocationConfiguration.getAdminAddress(),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/model/JenkinsLocationConfigurationTest.java#L74,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/model/JenkinsLocationConfiguration.java#L113
jenkins,hudson.util.ConsistentHashTest.basic(),hudson.util.ConsistentHash.add(T),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/util/ConsistentHashTest.java#L51,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/util/ConsistentHash.java#L237
jenkins,hudson.util.ConsistentHashTest.basic(),hudson.util.ConsistentHash.lookup(int),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/util/ConsistentHashTest.java#L51,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/util/ConsistentHash.java#L344
jenkins,hudson.util.ConsistentHashTest.basic(),hudson.util.ConsistentHash.list(int),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/util/ConsistentHashTest.java#L51,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/util/ConsistentHash.java#L366
jenkins,jenkins.widgets.HistoryPageFilterTest.test_newerThan_gt_newest(),jenkins.widgets.HistoryPageFilter.add(Iterable),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/widgets/HistoryPageFilterTest.java#L196,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/widgets/HistoryPageFilter.java#L120
jenkins,hudson.XmlFileTest.canReadXml1_0Test(),hudson.XmlFile.read(),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/XmlFileTest.java#L20,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/XmlFile.java#L160
jenkins,hudson.cli.handlers.ViewOptionHandlerTest.reportNonexistentInnerView(),hudson.cli.handlers.ViewOptionHandler.parseArguments(Parameters),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/cli/handlers/ViewOptionHandlerTest.java#L170,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/cli/handlers/ViewOptionHandler.java#L70
jenkins,hudson.model.UserIdMapperTest.testIsMapped(),hudson.model.UserIdMapper.isMapped(String),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/model/UserIdMapperTest.java#L117,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/model/UserIdMapper.java#L104
jenkins,hudson.MarkupTextTest.subTextSubText(),"hudson.MarkupText.subText(int, int)",https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/MarkupTextTest.java#L116,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/MarkupText.java#L255
jenkins,hudson.util.CompoundEnumerationTest.empty(),hudson.util.CompoundEnumeration(),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/util/CompoundEnumerationTest.java#L25,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/util/CompoundEnumeration.java#L19
jenkins,hudson.util.CyclicGraphDetectorTest.cycle3(),hudson.util.CyclicGraphDetector.run(Iterable),https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/util/CyclicGraphDetectorTest.java#L85,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/util/CyclicGraphDetector.java#L22
